Province/State,Country/Region,Lat,Long,Dates,Confirmed Cases,Death Cases,Recovered Cases
,Haiti,18.9712,-72.2852,2020-06-18,4916,84,42689.0
,Holy See,41.9029,12.4534,2020-06-18,12,0,16918.0
,Honduras,15.2,-86.2419,2020-06-18,10739,343,18.0
,Hungary,47.1625,19.5033,2020-06-18,4079,568,292.0
,Iceland,64.9631,-19.0208,2020-06-18,1814,10,38.0
,India,20.593684,78.96288,2020-06-18,380532,12573,7736.0
,Indonesia,-0.7893,113.9213,2020-06-18,42762,2339,2338.0
,Iran,32.427908,53.68804599999999,2020-06-18,197647,9272,25.0
,Iraq,33.223191,43.679291,2020-06-18,25717,856,702399.0
,Ireland,53.1424,-7.6921,2020-06-18,25355,1714,138.0
,Israel,31.046051000000002,34.851612,2020-06-18,20036,303,2457.0
,Italy,41.87194,12.56738,2020-06-18,238159,34514,830.0
,Jamaica,18.1096,-77.2975,2020-06-18,638,10,215.0
,Japan,36.204824,138.252924,2020-06-18,17588,935,93.0
,Jordan,31.24,36.51,2020-06-18,1001,9,568.0
,Kazakhstan,48.0196,66.9237,2020-06-18,15877,100,129.0
,Kenya,-0.0236,37.9062,2020-06-18,4257,117,10100.0
,"Korea, South",35.907757000000004,127.766922,2020-06-18,12306,280,67182.0
,Kosovo,42.602636,20.902977,2020-06-18,1833,34,661.0
,Kuwait,29.311659999999996,47.481766,2020-06-18,38074,308,778.0
,Kyrgyzstan,41.20438,74.766098,2020-06-18,2657,31,223431.0
,Laos,19.856270000000002,102.495496,2020-06-18,19,0,985.0
,Latvia,56.8796,24.6032,2020-06-18,1108,30,585.0
,Lebanon,33.8547,35.8623,2020-06-18,1495,32,573.0
,Lesotho,-29.61,28.2336,2020-06-18,4,0,357.0
,Liberia,6.4280550000000005,-9.429499,2020-06-18,542,33,139.0
,Libya,26.3351,17.228331,2020-06-18,510,10,1622.0
,Liechtenstein,47.14,9.55,2020-06-18,82,1,252.0
,Lithuania,55.1694,23.8813,2020-06-18,1784,76,145.0
,Luxembourg,49.8153,6.1296,2020-06-18,4091,110,165.0
,MS Zaandam,0.0,0.0,2020-06-18,9,2,326.0
,Madagascar,-18.766947000000002,46.869107,2020-06-18,1403,13,934.0
,Malawi,-13.2543,34.3015,2020-06-18,592,8,1254.0
,Malaysia,4.210483999999999,101.97576600000001,2020-06-18,8529,121,1091.0
,Maldives,3.2028,73.2207,2020-06-18,2137,8,63623.0
,Mali,17.570692,-3.9961660000000006,2020-06-18,1906,107,1015.0
,Malta,35.9375,14.3754,2020-06-18,663,9,236.0
,Marshall Islands,7.1315,171.1845,2020-06-18,0,0,653.0
,Mauritania,21.0079,-10.9408,2020-06-18,2424,97,931.0
,Mauritius,-20.348404000000002,57.552152,2020-06-18,337,10,153.0
,Mexico,23.6345,-102.5528,2020-06-18,165455,19747,147.0
,Moldova,47.4116,28.3699,2020-06-18,13106,444,45.0
,Monaco,43.7333,7.4167,2020-06-18,99,4,75.0
,Mongolia,46.8625,103.8467,2020-06-18,204,0,18.0
,Montenegro,42.708678000000006,19.37439,2020-06-18,337,9,307.0
,Morocco,31.7917,-7.0926,2020-06-18,9074,213,785.0
,Mozambique,-18.665695,35.529562,2020-06-18,662,4,674.0
,Namibia,-22.9576,18.4904,2020-06-18,39,0,198.0
,Nepal,28.1667,84.25,2020-06-18,7848,22,575.0
Aruba,Netherlands,12.5211,-69.9683,2020-06-18,101,3,193.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-06-18,7,0,1.0
Curacao,Netherlands,12.1696,-68.99,2020-06-18,23,1,73.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-18,77,15,183.0
,Netherlands,52.1326,5.2913,2020-06-18,49319,6078,1267.0
,New Zealand,-40.9006,174.886,2020-06-18,1507,22,33410.0
,Nicaragua,12.865416,-85.207229,2020-06-18,1823,64,161.0
,Niger,17.607789,8.081666,2020-06-18,1020,67,456.0
,Nigeria,9.082,8.6753,2020-06-18,18480,475,900.0
,North Macedonia,41.6086,21.7453,2020-06-18,4664,216,1280.0
,Norway,60.472,8.4689,2020-06-18,8708,244,3587.0
,Oman,21.512583,55.923255000000005,2020-06-18,26818,119,2150.0
,Pakistan,30.3753,69.3451,2020-06-18,165062,3229,2180.0
,Panama,8.538,-80.7821,2020-06-18,23351,475,824.0
,Papua New Guinea,-6.314993,143.95555,2020-06-18,8,0,7668.0
,Paraguay,-23.4425,-58.4438,2020-06-18,1330,13,187.0
,Peru,-9.19,-75.0152,2020-06-18,244388,7461,13.0
,Philippines,12.879721,121.77401699999999,2020-06-18,27799,1116,11508.0
,Poland,51.9194,19.1451,2020-06-18,31015,1316,651.0
,Portugal,39.3999,-8.2245,2020-06-18,38089,1524,4348.0
,Qatar,25.3548,51.1839,2020-06-18,84441,86,18.0
,Romania,45.9432,24.9668,2020-06-18,23080,1473,16357.0
,Russia,61.52401,105.31875600000001,2020-06-18,560321,7650,26493.0
,Rwanda,-1.9403,29.8739,2020-06-18,646,2,16737.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-18,15,0,3291.0
,Saint Lucia,13.9094,-60.9789,2020-06-18,19,0,515.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-18,29,0,53.0
,San Marino,43.9424,12.4578,2020-06-18,696,42,1797.0
,Sao Tome and Principe,0.1864,6.6131,2020-06-18,688,12,367.0
,Saudi Arabia,23.885942,45.079162,2020-06-18,145991,1139,1688.0
,Senegal,14.4974,-14.4524,2020-06-18,5475,76,18.0
,Serbia,44.0165,21.0059,2020-06-18,12616,258,6600.0
,Seychelles,-4.6796,55.492,2020-06-18,11,0,1166.0
,Sierra Leone,8.460555000000001,-11.779889,2020-06-18,1272,51,60.0
,Singapore,1.2833,103.8333,2020-06-18,41473,26,157.0
,Slovakia,48.669,19.699,2020-06-18,1562,28,98.0
,Slovenia,46.1512,14.9955,2020-06-18,1511,109,2218.0
,Solomon Islands,-9.6457,160.1562,2020-06-18,0,0,21.0
,Somalia,5.152149,46.199616,2020-06-18,2719,88,460.0
,South Africa,-30.5595,22.9375,2020-06-18,83890,1737,6.0
,South Sudan,6.877000000000001,31.307,2020-06-18,1830,32,1.0
,Spain,40.463667,-3.7492199999999998,2020-06-18,245268,27136,36.0
,Sri Lanka,7.873054,80.77179699999999,2020-06-18,1947,11,71550.0
,Sudan,12.8628,30.2176,2020-06-18,8020,487,2327.0
,Suriname,3.9193,-56.0278,2020-06-18,277,7,26.0
,Sweden,60.128161,18.643501,2020-06-18,56682,5270,780.0
,Switzerland,46.8182,8.2275,2020-06-18,31200,1956,177149.0
,Syria,34.802075,38.996815000000005,2020-06-18,187,7,11755.0
,Taiwan*,23.7,121.0,2020-06-18,446,7,1374.0
,Tajikistan,38.861,71.2761,2020-06-18,5279,51,23.0
,Tanzania,-6.369028,34.888822,2020-06-18,509,21,3028.0
,Thailand,15.870032,100.992541,2020-06-18,3141,58,4155.0
,Timor-Leste,-8.874217,125.727539,2020-06-18,24,0,191.0
,Togo,8.6195,0.8248,2020-06-18,547,13,108.0
,Trinidad and Tobago,10.6918,-61.2225,2020-06-18,123,8,641.0
,Tunisia,33.886917,9.537499,2020-06-18,1132,50,12.0
,Turkey,38.9637,35.2433,2020-06-18,184031,4882,1678.0
,US,40.0,-100.0,2020-06-18,2189189,121222,2663.0
,Uganda,1.373333,32.290275,2020-06-18,741,0,1799.0
,Ukraine,48.3794,31.1656,2020-06-18,34833,976,295881.0
,United Arab Emirates,23.424076,53.847818000000004,2020-06-18,43752,298,21333.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-06-18,3,0,177852.0
Bermuda,United Kingdom,32.3078,-64.7505,2020-06-18,144,9,18859.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-18,8,1,23364.0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-06-18,193,1,16872.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-18,570,48,187615.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-06-18,13,0,539.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-06-18,176,0,16224.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-06-18,336,24,830.0
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-06-18,11,1,12548.0
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,2020-06-18,12,1,1905.0
,United Kingdom,55.3781,-3.4360000000000004,2020-06-18,275524,39692,11317.0
,Uruguay,-32.5228,-55.7658,2020-06-18,850,24,1246.0
,Uzbekistan,41.377491,64.585262,2020-06-18,5767,19,33969.0
,Venezuela,6.4238,-66.5897,2020-06-18,3483,28,2194.0
,Vietnam,14.058323999999999,108.277199,2020-06-18,342,0,19.0
,West Bank and Gaza,31.9522,35.2332,2020-06-18,600,3,932.0
,Western Sahara,24.2155,-12.8858,2020-06-18,9,1,1144.0
,Yemen,15.552726999999999,48.516388,2020-06-18,909,248,4.0
,Zambia,-13.133897,27.849332,2020-06-18,1416,11,285.0
,Zimbabwe,-19.015438,29.154857,2020-06-18,463,4,142.0
,Afghanistan,33.93911,67.709953,2020-06-19,27878,548,81.0
,Albania,41.1533,20.1683,2020-06-19,1838,42,1501.0
,Algeria,28.0339,1.6596,2020-06-19,11504,825,3968.0
,Andorra,42.5063,1.5218,2020-06-19,855,52,0.0
,Angola,-11.2027,17.8739,2020-06-19,172,8,862.0
,Antigua and Barbuda,17.0608,-61.7964,2020-06-19,26,3,260.0
,Argentina,-38.4161,-63.6167,2020-06-19,39570,979,8294.0
,Armenia,40.0691,45.0382,2020-06-19,19157,319,1863.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-06-19,108,3,1387.0
New South Wales,Australia,-33.8688,151.2093,2020-06-19,3144,48,632.0
Northern Territory,Australia,-12.4634,130.8456,2020-06-19,29,0,0.0
Queensland,Australia,-27.4698,153.0251,2020-06-19,1066,6,1280.0
South Australia,Australia,-34.9285,138.6007,2020-06-19,440,4,326.0
Tasmania,Australia,-42.8821,147.3272,2020-06-19,228,13,156827.0
Victoria,Australia,-37.8136,144.9631,2020-06-19,1792,19,8765.0
Western Australia,Australia,-31.9505,115.8605,2020-06-19,604,9,95.0
,Austria,47.5162,14.5501,2020-06-19,17271,688,175.0
,Azerbaijan,40.1431,47.5769,2020-06-19,11767,143,315.0
,Bahamas,25.025885,-78.035889,2020-06-19,104,11,8656.0
,Bahrain,26.0275,50.55,2020-06-19,20916,57,223.0
,Bangladesh,23.685,90.3563,2020-06-19,105535,1388,22.0
,Barbados,13.1939,-59.5432,2020-06-19,97,7,2698.0
,Belarus,53.7098,27.9534,2020-06-19,57333,337,98.0
,Belgium,50.8333,4.469936,2020-06-19,60476,9695,7.0
,Belize,17.1899,-88.4976,2020-06-19,22,2,19.0
,Benin,9.3077,2.3158,2020-06-19,650,11,62.0
,Bhutan,27.5142,90.4336,2020-06-19,68,0,0.0
,Bolivia,-16.2902,-63.5887,2020-06-19,22476,715,1484.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-06-19,3273,169,1238.0
,Botswana,-22.3285,24.6849,2020-06-19,89,1,919.0
,Brazil,-14.235,-51.9253,2020-06-19,1032913,48954,8253.0
,Brunei,4.5353,114.7277,2020-06-19,141,3,2206.0
,Bulgaria,42.7339,25.4858,2020-06-19,3755,193,8138.0
,Burkina Faso,12.2383,-1.5616,2020-06-19,900,53,19482.0
,Burma,21.9162,95.956,2020-06-19,286,6,86906.0
,Burundi,-3.3731,29.9189,2020-06-19,104,1,15270.0
,Cabo Verde,16.5388,-23.0418,2020-06-19,848,8,8.0
,Cambodia,11.55,104.9167,2020-06-19,129,0,1013.0
,Cameroon,3.8480000000000003,11.5021,2020-06-19,10638,282,159806.0
Alberta,Canada,53.9333,-116.5765,2020-06-19,7625,152,9182.0
British Columbia,Canada,53.7267,-127.6476,2020-06-19,2790,168,19218.0
Diamond Princess,Canada,0.0,0.0,2020-06-19,0,1,26633.0
Grand Princess,Canada,0.0,0.0,2020-06-19,13,0,76072.0
Manitoba,Canada,53.7609,-98.8139,2020-06-19,311,7,18181.0
New Brunswick,Canada,46.5653,-66.4619,2020-06-19,164,2,383524.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-06-19,261,3,398.0
Northwest Territories,Canada,64.8255,-124.8457,2020-06-19,5,0,15.0
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-06-19,1061,62,19.0
Ontario,Canada,51.2538,-85.3232,2020-06-19,34780,2625,29.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-06-19,27,0,656.0
Quebec,Canada,52.9399,-73.5491,2020-06-19,54550,5375,219.0
Saskatchewan,Canada,52.9399,-106.4509,2020-06-19,716,13,120471.0
Yukon,Canada,64.2823,-135.0,2020-06-19,11,0,4193.0
,Central African Republic,6.6111,20.9394,2020-06-19,2605,19,12232.0
,Chad,15.4542,18.7322,2020-06-19,858,74,11.0
,Chile,-35.6751,-71.543,2020-06-19,231393,4093,914.0
Anhui,China,31.8257,117.2264,2020-06-19,991,6,36825.0
Beijing,China,40.1824,116.4142,2020-06-19,777,9,1455.0
Chongqing,China,30.0572,107.874,2020-06-19,582,6,1376.0
Fujian,China,26.0789,117.9874,2020-06-19,362,1,0.0
Gansu,China,35.7518,104.2861,2020-06-19,151,2,868.0
Guangdong,China,23.3417,113.4244,2020-06-19,1631,8,64111.0
Guangxi,China,23.8298,108.7881,2020-06-19,254,2,224.0
Guizhou,China,26.8154,106.8748,2020-06-19,147,2,150376.0
Hainan,China,19.1959,109.7453,2020-06-19,171,6,1619.0
Hebei,China,39.549,116.1306,2020-06-19,340,6,4014.0
Heilongjiang,China,47.861999999999995,127.7615,2020-06-19,947,13,181.0
Henan,China,37.8957,114.9042,2020-06-19,1276,22,0.0
Hong Kong,China,22.3,114.2,2020-06-19,1124,4,29000.0
Hubei,China,30.9756,112.2707,2020-06-19,68135,4512,102.0
Hunan,China,27.6104,111.7088,2020-06-19,1019,4,435.0
Inner Mongolia,China,44.0935,113.9448,2020-06-19,238,1,4331.0
Jiangsu,China,32.9711,119.455,2020-06-19,653,0,183.0
Jiangxi,China,27.614,115.7221,2020-06-19,932,1,3040.0
Jilin,China,43.6661,126.1923,2020-06-19,155,2,24.0
Liaoning,China,41.2956,122.6085,2020-06-19,153,2,395.0
Macau,China,22.1667,113.55,2020-06-19,45,0,109.0
Ningxia,China,37.2692,106.1655,2020-06-19,75,0,1023.0
Qinghai,China,35.7452,95.9956,2020-06-19,18,0,167198.0
Shaanxi,China,35.1917,108.8701,2020-06-19,314,3,670809.0
Shandong,China,36.3427,118.1498,2020-06-19,792,7,761.0
Shanghai,China,31.201999999999998,121.4491,2020-06-19,697,7,18927.0
Shanxi,China,37.5777,112.2922,2020-06-19,198,0,35469.0
Sichuan,China,30.6171,102.7103,2020-06-19,589,3,3.0
Tianjin,China,39.3054,117.323,2020-06-19,197,3,133.0
Tibet,China,31.6927,88.0924,2020-06-19,1,0,7.0
Xinjiang,China,41.1129,85.2401,2020-06-19,76,3,186.0
Yunnan,China,24.974,101.48700000000001,2020-06-19,185,2,512.0
Zhejiang,China,29.1832,120.0934,2020-06-19,1269,1,13.0
,Colombia,4.5709,-74.2973,2020-06-19,63276,2045,176.0
,Comoros,-11.6455,43.3333,2020-06-19,210,5,312.0
,Congo (Brazzaville),-0.228,15.8277,2020-06-19,883,27,10.0
,Congo (Kinshasa),-4.0383,21.7587,2020-06-19,5477,122,11.0
,Costa Rica,9.7489,-83.7534,2020-06-19,2058,12,0.0
,Cote d'Ivoire,7.54,-5.5471,2020-06-19,6874,49,818.0
,Croatia,45.1,15.2,2020-06-19,2280,107,5038.0
,Cuba,21.521757,-77.78116700000001,2020-06-19,2305,85,1327.0
,Cyprus,35.1264,33.4299,2020-06-19,985,19,330.0
,Czechia,49.8175,15.472999999999999,2020-06-19,10406,335,446.0
Faroe Islands,Denmark,61.8926,-6.9118,2020-06-19,187,0,8.0
Greenland,Denmark,71.7069,-42.6043,2020-06-19,13,0,402.0
,Denmark,56.2639,9.5018,2020-06-19,12391,600,1233.0
,Diamond Princess,0.0,0.0,2020-06-19,712,13,135.0
,Djibouti,11.8251,42.5903,2020-06-19,4565,45,10674.0
,Dominica,15.415,-61.371,2020-06-19,18,0,1346.0
,Dominican Republic,18.7357,-70.1627,2020-06-19,25068,647,9202.0
,Ecuador,-1.8312,-78.1834,2020-06-19,49731,4156,799.0
,Egypt,26.820553000000004,30.802497999999996,2020-06-19,52211,2017,81.0
,El Salvador,13.7942,-88.8965,2020-06-19,4329,86,22.0
,Equatorial Guinea,1.6508,10.2679,2020-06-19,1664,32,19143.0
,Eritrea,15.1794,39.7823,2020-06-19,142,0,12911.0
,Estonia,58.5953,25.0136,2020-06-19,1979,69,105.0
,Eswatini,-26.5225,31.4659,2020-06-19,623,4,2784.0
,Ethiopia,9.145,40.4897,2020-06-19,4070,72,29.0
,Fiji,-17.7134,178.065,2020-06-19,18,0,1054.0
,Finland,61.92411,25.748151,2020-06-19,7133,326,436.0
French Guiana,France,3.9339,-53.1258,2020-06-19,1969,5,215.0
French Polynesia,France,-17.6797,149.4068,2020-06-19,60,0,1775.0
Guadeloupe,France,16.265,-61.551,2020-06-19,174,14,595.0
Martinique,France,14.6415,-61.0242,2020-06-19,236,14,16371.0
Mayotte,France,-12.8275,45.166244,2020-06-19,2394,29,8719.0
New Caledonia,France,-20.904304999999997,165.618042,2020-06-19,21,0,87.0
Reunion,France,-21.1151,55.5364,2020-06-19,504,1,19781.0
Saint Barthelemy,France,17.9,-62.8333,2020-06-19,6,0,54318.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-06-19,1,0,90.0
St Martin,France,18.0708,-63.0501,2020-06-19,42,3,44126.0
,France,46.2276,2.2137,2020-06-19,191304,29554,16941.0
,Gabon,-0.8037,11.6094,2020-06-19,4428,34,18.0
,Gambia,13.4432,-15.3101,2020-06-19,36,1,295.0
,Georgia,42.3154,43.3569,2020-06-19,896,14,38.0
,Germany,51.165690999999995,10.451526,2020-06-19,190299,8887,8158.0
,Ghana,7.9465,-1.0232,2020-06-19,13203,70,2338.0
,Greece,39.0742,21.8243,2020-06-19,3237,189,25.0
,Grenada,12.1165,-61.678999999999995,2020-06-19,23,0,727715.0
,Guatemala,15.7835,-90.2308,2020-06-19,12509,483,138.0
,Guinea,9.9456,-9.6966,2020-06-19,4904,27,2475.0
,Guinea-Bissau,11.8037,-15.1804,2020-06-19,1541,17,830.0
,Guyana,4.860416000000001,-58.93018000000001,2020-06-19,183,12,216.0
,Haiti,18.9712,-72.2852,2020-06-19,4980,87,115.0
,Holy See,41.9029,12.4534,2020-06-19,12,0,568.0
,Honduras,15.2,-86.2419,2020-06-19,11258,349,129.0
,Hungary,47.1625,19.5033,2020-06-19,4081,568,10100.0
,Iceland,64.9631,-19.0208,2020-06-19,1815,10,67445.0
,India,20.593684,78.96288,2020-06-19,395048,12948,699.0
,Indonesia,-0.7893,113.9213,2020-06-19,43803,2373,778.0
,Iran,32.427908,53.68804599999999,2020-06-19,200262,9392,228055.0
,Iraq,33.223191,43.679291,2020-06-19,27352,925,985.0
,Ireland,53.1424,-7.6921,2020-06-19,25368,1714,585.0
,Israel,31.046051000000002,34.851612,2020-06-19,20339,304,573.0
,Italy,41.87194,12.56738,2020-06-19,238011,34561,357.0
,Jamaica,18.1096,-77.2975,2020-06-19,652,10,140.0
,Japan,36.204824,138.252924,2020-06-19,17658,951,1622.0
,Jordan,31.24,36.51,2020-06-19,1008,9,252.0
,Kazakhstan,48.0196,66.9237,2020-06-19,16779,113,145.0
,Kenya,-0.0236,37.9062,2020-06-19,4374,119,165.0
,"Korea, South",35.907757000000004,127.766922,2020-06-19,12373,280,331.0
,Kosovo,42.602636,20.902977,2020-06-19,1916,34,934.0
,Kuwait,29.311659999999996,47.481766,2020-06-19,38678,313,1254.0
,Kyrgyzstan,41.20438,74.766098,2020-06-19,2789,32,1095.0
,Laos,19.856270000000002,102.495496,2020-06-19,19,0,63623.0
,Latvia,56.8796,24.6032,2020-06-19,1110,30,1015.0
,Lebanon,33.8547,35.8623,2020-06-19,1510,32,236.0
,Lesotho,-29.61,28.2336,2020-06-19,4,0,653.0
,Liberia,6.4280550000000005,-9.429499,2020-06-19,581,33,931.0
,Libya,26.3351,17.228331,2020-06-19,520,10,153.0
,Liechtenstein,47.14,9.55,2020-06-19,82,1,147.0
,Lithuania,55.1694,23.8813,2020-06-19,1792,76,45.0
,Luxembourg,49.8153,6.1296,2020-06-19,4099,110,75.0
,MS Zaandam,0.0,0.0,2020-06-19,9,2,18.0
,Madagascar,-18.766947000000002,46.869107,2020-06-19,1443,13,307.0
,Malawi,-13.2543,34.3015,2020-06-19,620,8,785.0
,Malaysia,4.210483999999999,101.97576600000001,2020-06-19,8535,121,675.0
,Maldives,3.2028,73.2207,2020-06-19,2150,8,198.0
,Mali,17.570692,-3.9961660000000006,2020-06-19,1923,108,575.0
,Malta,35.9375,14.3754,2020-06-19,663,9,193.0
,Marshall Islands,7.1315,171.1845,2020-06-19,0,0,1.0
,Mauritania,21.0079,-10.9408,2020-06-19,2621,102,73.0
,Mauritius,-20.348404000000002,57.552152,2020-06-19,337,10,183.0
,Mexico,23.6345,-102.5528,2020-06-19,170485,20394,1267.0
,Moldova,47.4116,28.3699,2020-06-19,13556,450,34999.0
,Monaco,43.7333,7.4167,2020-06-19,99,4,161.0
,Mongolia,46.8625,103.8467,2020-06-19,204,0,456.0
,Montenegro,42.708678000000006,19.37439,2020-06-19,355,9,937.0
,Morocco,31.7917,-7.0926,2020-06-19,9613,213,1325.0
,Mozambique,-18.665695,35.529562,2020-06-19,668,4,3722.0
,Namibia,-22.9576,18.4904,2020-06-19,45,0,2152.0
,Nepal,28.1667,84.25,2020-06-19,8274,22,2187.0
Aruba,Netherlands,12.5211,-69.9683,2020-06-19,101,3,824.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-06-19,7,0,7682.0
Curacao,Netherlands,12.1696,-68.99,2020-06-19,23,1,187.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-19,77,15,13.0
,Netherlands,52.1326,5.2913,2020-06-19,49426,6081,11508.0
,New Zealand,-40.9006,174.886,2020-06-19,1509,22,651.0
,Nicaragua,12.865416,-85.207229,2020-06-19,1823,64,4348.0
,Niger,17.607789,8.081666,2020-06-19,1020,67,18.0
,Nigeria,9.082,8.6753,2020-06-19,19147,487,16666.0
,North Macedonia,41.6086,21.7453,2020-06-19,4820,222,26920.0
,Norway,60.472,8.4689,2020-06-19,8726,244,17140.0
,Oman,21.512583,55.923255000000005,2020-06-19,27670,125,3447.0
,Pakistan,30.3753,69.3451,2020-06-19,171666,3382,515.0
,Panama,8.538,-80.7821,2020-06-19,24274,485,53.0
,Papua New Guinea,-6.314993,143.95555,2020-06-19,8,0,1812.0
,Paraguay,-23.4425,-58.4438,2020-06-19,1336,13,370.0
,Peru,-9.19,-75.0152,2020-06-19,247925,7660,2015.0
,Philippines,12.879721,121.77401699999999,2020-06-19,28459,1130,18.0
,Poland,51.9194,19.1451,2020-06-19,31316,1334,6600.0
,Portugal,39.3999,-8.2245,2020-06-19,38464,1527,1249.0
,Qatar,25.3548,51.1839,2020-06-19,85462,93,60.0
,Romania,45.9432,24.9668,2020-06-19,23400,1484,157.0
,Russia,61.52401,105.31875600000001,2020-06-19,568292,7831,98.0
,Rwanda,-1.9403,29.8739,2020-06-19,661,2,2218.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-19,15,0,21.0
,Saint Lucia,13.9094,-60.9789,2020-06-19,19,0,472.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-19,29,0,6.0
,San Marino,43.9424,12.4578,2020-06-19,696,42,1.0
,Sao Tome and Principe,0.1864,6.6131,2020-06-19,693,12,36.0
,Saudi Arabia,23.885942,45.079162,2020-06-19,150292,1184,71455.0
,Senegal,14.4974,-14.4524,2020-06-19,5639,79,2327.0
,Serbia,44.0165,21.0059,2020-06-19,12709,259,26.0
,Seychelles,-4.6796,55.492,2020-06-19,11,0,781.0
,Sierra Leone,8.460555000000001,-11.779889,2020-06-19,1298,53,177518.0
,Singapore,1.2833,103.8333,2020-06-19,41615,26,12257.0
,Slovakia,48.669,19.699,2020-06-19,1576,28,1374.0
,Slovenia,46.1512,14.9955,2020-06-19,1513,109,23.0
,Solomon Islands,-9.6457,160.1562,2020-06-19,0,0,3123.0
,Somalia,5.152149,46.199616,2020-06-19,2719,88,4215.0
,South Africa,-30.5595,22.9375,2020-06-19,87715,1831,317.0
,South Sudan,6.877000000000001,31.307,2020-06-19,1864,34,109.0
,Spain,40.463667,-3.7492199999999998,2020-06-19,245575,28315,706.0
,Sri Lanka,7.873054,80.77179699999999,2020-06-19,1950,11,12.0
,Sudan,12.8628,30.2176,2020-06-19,8316,506,1767.0
,Suriname,3.9193,-56.0278,2020-06-19,293,8,2681.0
,Sweden,60.128161,18.643501,2020-06-19,57895,5299,1797.0
,Switzerland,46.8182,8.2275,2020-06-19,31235,1956,309713.0
,Syria,34.802075,38.996815000000005,2020-06-19,187,7,21909.0
,Taiwan*,23.7,121.0,2020-06-19,446,7,180661.0
,Tajikistan,38.861,71.2761,2020-06-19,5338,51,19938.0
,Tanzania,-6.369028,34.888822,2020-06-19,509,21,23364.0
,Thailand,15.870032,100.992541,2020-06-19,3146,58,17002.0
,Timor-Leste,-8.874217,125.727539,2020-06-19,24,0,188584.0
,Togo,8.6195,0.8248,2020-06-19,555,13,552.0
,Trinidad and Tobago,10.6918,-61.2225,2020-06-19,123,8,16293.0
,Tunisia,33.886917,9.537499,2020-06-19,1146,50,841.0
,Turkey,38.9637,35.2433,2020-06-19,185245,4905,12738.0
,US,40.0,-100.0,2020-06-19,2220514,121892,1936.0
,Uganda,1.373333,32.290275,2020-06-19,755,0,11364.0
,Ukraine,48.3794,31.1656,2020-06-19,35755,995,1307.0
,United Arab Emirates,23.424076,53.847818000000004,2020-06-19,44145,300,34586.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-06-19,3,0,2212.0
Bermuda,United Kingdom,32.3078,-64.7505,2020-06-19,146,9,19.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-19,8,1,932.0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-06-19,195,1,1153.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-19,570,48,4.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-06-19,13,0,291.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-06-19,176,0,171.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-06-19,336,24,81.0
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-06-19,11,1,1503.0
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,2020-06-19,12,1,3978.0
,United Kingdom,55.3781,-3.4360000000000004,2020-06-19,276504,39776,0.0
,Uruguay,-32.5228,-55.7658,2020-06-19,853,24,907.0
,Uzbekistan,41.377491,64.585262,2020-06-19,5946,19,260.0
,Venezuela,6.4238,-66.5897,2020-06-19,3591,30,8308.0
,Vietnam,14.058323999999999,108.277199,2020-06-19,349,0,1875.0
,West Bank and Gaza,31.9522,35.2332,2020-06-19,675,3,1398.0
,Western Sahara,24.2155,-12.8858,2020-06-19,9,1,635.0
,Yemen,15.552726999999999,48.516388,2020-06-19,919,251,0.0
,Zambia,-13.133897,27.849332,2020-06-19,1430,11,1344.0
,Zimbabwe,-19.015438,29.154857,2020-06-19,479,4,326.0
,Afghanistan,33.93911,67.709953,2020-06-20,28424,569,160721.0
,Albania,41.1533,20.1683,2020-06-20,1891,43,8963.0
